database,Subject,Identified_features,Original_Tags,Generated_Tags
coolwinkssmt,Welcome to Coolwinks | Refer and Earn Rs.500 CoolCash,"amount,brand,budget,cash","cat_discount,cat_brand","cat_discount,cat_brand"
coolwinkssmt,Your CoolCash is expiring soon! Use CoolCash and Get Extra 35%,"extra,discount,get,you",cat_discount,cat_discount
coolwinkssmt,"Welcome to Coolwinks | Dashing Eyeglasses in all Sizes, Colors and Styles","brand,color,product_category,style","cat_brand,cat_productcategory","cat_brand,cat_productcategory"
coolwinkssmt,Welcome to Coolwinks | Quirky Eyeglasses and Sunglasses,"brand,product_category","cat_brand,cat_productcategory","cat_brand,cat_productcategory"
coolwinkssmt,Father s Day: It is Time to Gift Stunning Eyewear to your Dad,"gift,product_category,men,time,special_day,you","cat_special,cat_productcategory","cat_special,cat_gents,cat_productcategory"
coolwinkssmt,Welcome to Coolwinks | Did you just miss Rs.2500 CoolCash?,"amount,brand,budget,you",cat_brand,cat_brand
coolwinkssmt,Welcome to Coolwinks | Rs.2500 CoolCash Expiring Soon. Activate Now,"amount,brand,budget",cat_brand,cat_brand
coolwinkssmt,Welcome to Coolwinks | Rs.2500 CoolCash is waiting for you,"amount,brand,budget,you",cat_brand,cat_brand
coolwinkssmt,Up your Style Quotient with Designer Sunglasses,"product_category,style,you",cat_productcategory,cat_productcategory
coolwinkssmt,Welcome to Coolwinks | Rs.2500 now in your account,"amount,brand,account,budget,you",cat_brand,"cat_discount,cat_brand"
coolwinkssmt,Welcome to Coolwinks | Use CoolCash to get up to Rs.500 off on your cart,"amount,brand,budget,discount,get,you","cat_discount,cat_brand","cat_discount,cat_brand"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Afraid To Change Your Look?","name,personalised,turn,you",cat_personalised,cat_personalised
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Ride in Style with this Exclusive Offer","name,complimentary,deal,personalised,style,you","cat_discount,cat_personalised","cat_discount,cat_personalised"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Too Hot Outside?","name,personalised",cat_personalised,cat_personalised
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Look SPECTA-COOL with our New Collection","name,product_category,new,personalised,collection","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Get Rs.1500 Cashback on Eyeglasses and Sunglasses","amount,name,budget,cash,get,product_category,personalised","cat_discount,cat_personalised,cat_productcategory","cat_discount,cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Parties are incomplete without Sunglasses","name,product_category,personalised","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Why Struggle With Broken Frames?","name,product_category,personalised","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Participate and Win Soorma Movie Tickets","name,personalised,ticket",cat_personalised,cat_personalised
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Get Rs.1500 Cashback in Paytm Wallet","amount,brand,name,account,budget,cash,discount,get,personalised","cat_discount,cat_brand,cat_personalised","cat_discount,cat_brand,cat_personalised"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Eye-catching Mirror Sunglasses are a click away","name,product_category,personalised","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Get the Coolest Eyeglasses Styles","name,get,product_category,personalised,style","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Shield your eyes this Monsoon","name,personalised,season,you","cat_personalised,cat_seasonal","cat_personalised,cat_seasonal"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Pay Less on Coolwinks App Every Time","brand,name,discount,personalised,price,time","cat_discount,cat_brand,cat_personalised","cat_discount,cat_brand,cat_personalised"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Here Are Some Awesome App-Only Deals","name,deal,personalised","cat_discount,cat_personalised","cat_discount,cat_personalised"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Why Go For Anti-Glare Lenses?","name,product_category,personalised","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Get The App and Win Free Gift Vouchers","code,name,get,gift,personalised,free","cat_discount,cat_personalised","cat_discount,cat_personalised"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, What’s Special About Our Anti-Glare Lenses","name,product_category,personalised","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Read Smaller Fonts With Utmost Clarity","name,personalised",cat_personalised,cat_personalised
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Why Choose Photochromic Eyeglasses","name,product_category,personalised","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Celebrating Your (Spec)tacular Friendship","name,love,personalised,special_day,you","cat_personalised,cat_special","cat_personalised,cat_special"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Trend-Up With Pilot Sunglasses","name,product_category,personalised,recommendation","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, High-Selling Round Eyeglasses","name,product_category,personalised","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Last Chance to Grab Rs.1500 Paytm Cashback","amount,brand,name,budget,cash,get,personalised","cat_discount,cat_brand,cat_personalised","cat_discount,cat_brand,cat_personalised"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Get Free Paytm Movie Vouchers","brand,code,name,get,personalised,free","cat_discount,cat_brand,cat_personalised","cat_discount,cat_brand,cat_personalised"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, See Without Obstacles","name,personalised",cat_personalised,cat_personalised
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, See With Pride This Independence Day","name,personalised,special_day","cat_personalised,cat_special","cat_personalised,cat_special"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Top Selling Round Sunglasses","name,product_category,personalised","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Sky High Savings With 100% Cashback","name,cash,personalised","cat_discount,cat_personalised","cat_discount,cat_personalised"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Meet The Cast of Happy Phirr Bhag Jayegi","name,happy,personalised",cat_personalised,cat_personalised
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Get Styled In Retro Square Frames","name,get,product_category,personalised","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Save Big This Eid","name,discount,personalised,special_day","cat_discount,cat_personalised,cat_special","cat_discount,cat_personalised,cat_special"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Tips To Prevent Computer Vision Syndrome","name,personalised,recommendation",cat_personalised,cat_personalised
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Do You Work on Digital Devices A Lot?","name,accumulate,personalised,you",cat_personalised,cat_personalised
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Show Your Love With Cool Sunglasses","name,product_category,love,personalised,you","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, 100% Cashback Offer Expires Today","name,cash,complimentary,deal,personalised","cat_discount,cat_personalised","cat_discount,cat_personalised"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Expensive Eyewear? Not Anymore!","name,product_category,personalised","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Stay Safe During Festivities","name,personalised",cat_personalised,cat_personalised
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Ring! Ring! New Sunglasses Have Arrived","name,get,product_category,new,personalised,launch","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, You ve Won Download, Rate and Win Contest","name,contest,personalised,you",cat_personalised,cat_personalised
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Guide Your Teachers To Better Vision","name,personalised,you",cat_personalised,cat_personalised
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Benefits of Blue Cut Eyeglasses","name,color,product_category,personalised","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Get Rs.1600 Cashback With Your Eyewear","amount,name,budget,cash,get,product_category,personalised,you","cat_discount,cat_personalised,cat_productcategory","cat_discount,cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Ending Today! Paytm 100% Cashback Offer","brand,name,cash,complimentary,deal,personalised","cat_discount,cat_brand,cat_personalised","cat_discount,cat_brand,cat_personalised"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Double The Benefits With 100% Cashback Offer","name,cash,complimentary,deal,personalised","cat_discount,cat_personalised","cat_discount,cat_personalised"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, High Power and Bulky Lenses? Not Anymore!","name,product_category,personalised","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Discover Our Pilot Sunglasses Collection","name,product_category,personalised,collection","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Don t Juggle Between Glasses and Shades","name,product_category,personalised","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Have Both Near and Far Prescription?","name,get,personalised",cat_personalised,cat_personalised
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Irresistible 100% Cashback Offers For You","name,cash,deal,personalised,you","cat_discount,cat_personalised","cat_discount,cat_personalised"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, FreeCharge 100% Cashback Offer","name,cash,complimentary,deal,personalised","cat_discount,cat_personalised","cat_discount,cat_personalised"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Insta-Favorite Stylish Mirror Sunglasses","name,favorite,product_category,personalised,style","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Work in Style With Rectangle Eyeglasses","name,product_category,personalised,style","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Breakaway from Bulky Frames","name,product_category,personalised","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Rimless Pilot Eyeglasses For You","name,product_category,personalised,you","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Glass Pilot Sunglasses With 100% Cashback","name,cash,product_category,personalised","cat_discount,cat_personalised,cat_productcategory","cat_discount,cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Follow The Right Path With Round Eyeglasses","name,product_category,personalised","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, 100% Cashback Offer For You","name,cash,complimentary,deal,personalised,you","cat_discount,cat_personalised","cat_discount,cat_personalised"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Screen-Safe Blue Light Blocker Lenses","name,color,product_category,personalised","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Shop and Get Rs.1500 Cleartrip Voucher","amount,code,name,budget,get,personalised","cat_discount,cat_personalised","cat_discount,cat_personalised"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Congratulations! You are our Lucky Winner…","name,congrats,personalised,you","cat_discount,cat_personalised","cat_discount,cat_personalised"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Meet the star cast of Helicopter Eela","name,personalised",cat_personalised,cat_personalised
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Paytm 100% Cashback Offer Ends Tonight","brand,name,cash,complimentary,deal,personalised","cat_discount,cat_brand,cat_personalised","cat_discount,cat_brand,cat_personalised"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Stylish Rimless Eyeglasses For You","name,product_category,personalised,style,you","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Sure-Shot Way Of Getting Rs.1500 Cashback","amount,name,budget,cash,personalised","cat_discount,cat_personalised","cat_discount,cat_personalised"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Perform Better With Wraparound Sunglasses","name,product_category,personalised","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Great Sale on 3000+ Eyewear Styles","name,sale,product_category,personalised,style,super","cat_discount,cat_personalised,cat_productcategory","cat_discount,cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Fill A Short Survey and Win Gift Voucher","code,name,gift,product_category,personalised,feedback","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, This Dussehra Get Victory Over Poor Vision","name,get,personalised,special_day","cat_personalised,cat_special","cat_personalised,cat_special"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Reinvent Classics With Retro Square Eyeglasses","name,product_category,personalised","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Win A Free Gift Voucher","code,name,gift,personalised,free","cat_discount,cat_personalised","cat_discount,cat_personalised"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Pre-Winter Special 100% Cashback Offer","name,cash,complimentary,deal,personalised,season","cat_discount,cat_personalised,cat_seasonal","cat_discount,cat_personalised,cat_seasonal"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Special Gift Voucher + Extra 40% on App","code,name,extra,discount,gift,personalised","cat_discount,cat_personalised","cat_discount,cat_personalised"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, 100% Cashback Offers End Tonight","name,cash,deal,personalised","cat_discount,cat_personalised","cat_discount,cat_personalised"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Rs.1600 Cashback + Special Gift Voucher","amount,code,name,budget,cash,gift,personalised","cat_discount,cat_personalised","cat_discount,cat_personalised"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Year Round Fashion With Round Eyeglasses","name,fashion,product_category,personalised","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Coolwinks Blue Light Blocker Lenses","brand,name,color,product_category,personalised","cat_brand,cat_personalised,cat_productcategory","cat_brand,cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Bring Joy To Someone s Eyes This Diwali","name,get,happy,personalised,special_day","cat_personalised,cat_special","cat_personalised,cat_special"
coolwinkssmt,Congratulations! You Got A Gift Voucher Worth Rs.500..,"amount,code,budget,congrats,get,gift,you",cat_discount,cat_discount
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Power Sunglasses For Your Power Look","name,product_category,personalised,you","cat_personalised,cat_productcategory","cat_personalised,cat_productcategory"
coolwinkssmt,"Hi sqbracketstartNAMEsqbracketend, Happy Children s Day!","name,happy,personalised,special_day","cat_personalised,cat_special","cat_personalised,cat_special"
coolwinkssmt,Rate and Win Exciting Gift Vouchers,"code,gift",cat_discount,cat_discount
coolwinkssmt,Smart Photochromic Eyeglasses For Everyday,product_category,cat_productcategory,cat_productcategory
coolwinkssmt,Eid-e-Milad Mubarak,special_day,cat_special,cat_special
coolwinkssmt,The Right Screen-Filter For Your Eyes,you,cat_other,cat_other
coolwinkssmt,100% Cashback Offers Expiring Tonight,"cash,deal",cat_discount,cat_discount
coolwinkssmt,Trendy Rimless Pilot Eyeglasses,product_category,cat_productcategory,cat_productcategory
coolwinkssmt,Congratulations! You are our Lucky Winner…,"congrats,you",cat_discount,cat_discount
coolwinkssmt,Outplay The Sun with UV Protected Sunglasses,"product_category,season","cat_seasonal,cat_productcategory","cat_seasonal,cat_productcategory"
coolwinkssmt,100% Cashback Offers Ending Midnight,"cash,deal,time",cat_discount,cat_discount
coolwinkssmt,Coolest Cashback Offers Of This Month,"cash,deal",cat_discount,cat_discount
coolwinkssmt,Trending Now! Popular Eyeglasses Shapes,"favorite,product_category,recommendation",cat_productcategory,cat_productcategory
coolwinkssmt,Rs.2000 Cashback Offers Going Off-Air,"amount,budget,cash,deal,discount",cat_discount,cat_discount
coolwinkssmt,Go Photochromic This Winters,season,cat_seasonal,cat_seasonal
coolwinkssmt,Pick The Best Sunglasses Shape,product_category,cat_productcategory,cat_productcategory
coolwinkssmt,Blue Light Blocker Lenses,"color,product_category",cat_productcategory,cat_productcategory
coolwinkssmt,No Mismatches With Rimless Eyeglasses,product_category,cat_productcategory,cat_productcategory
coolwinkssmt,Share Your Review and Win Gift Vouchers,"code,gift,feedback,you","cat_discount,cat_feedback",cat_discount
coolwinkssmt,Enjoy The View With Power Sunglasses,"product_category,enjoy",cat_productcategory,cat_productcategory
coolwinkssmt,Get Glare-Free Vision With Your Glasses,"get,product_category,you,free","cat_discount,cat_productcategory","cat_discount,cat_productcategory"
coolwinkssmt,Be A Cool Secret Santa This Christmas,special_day,cat_special,cat_special
coolwinkssmt,Bifocal and Progressive Glasses,product_category,cat_productcategory,cat_productcategory
coolwinkssmt,100% Cashback Offers Ending with 2018,"cash,deal",cat_discount,cat_discount
coolwinkssmt,Welcome 2019 With A Fresh New Look,new,cat_other,cat_other
coolwinkssmt,Meet and Greet with Star Cast of URI,,cat_other,cat_other
coolwinkssmt,Grab 100% PhonePe Cashback up to Rs.2000,"amount,budget,cash,discount,get",cat_discount,cat_discount
coolwinkssmt,Bag These Ever Stylish Eyewear Shapes Now,"product_category,style",cat_productcategory,cat_productcategory
coolwinkssmt,Assured Gift Vouchers and Huge Savings Too,"code,gift",cat_discount,cat_discount
coolwinkssmt,Thank you for your participation in URI movie contest,"contest,you",cat_other,cat_other
coolwinkssmt,Celebrate This Lohri With These Cool Tips,"special_day,recommendation",cat_special,cat_special
coolwinkssmt,We’ve got something special for you,"get,we,you",cat_other,cat_other
coolwinkssmt,Top Sunglasses Pick For You,"product_category,you",cat_productcategory,cat_productcategory
coolwinkssmt,Take Away The Reflections With Anti-Glare Eyeglasses,"get,product_category",cat_productcategory,cat_productcategory
coolwinkssmt,Gift Yourself A Sharp Vision With Anti-Glare Glasses,"gift,product_category,you",cat_productcategory,cat_productcategory
coolwinkssmt,Style At Ease With Rimless Eyeglasses,"product_category,style",cat_productcategory,cat_productcategory
coolwinkssmt,Celebrate Republic Day With Coolwinks Eyewear,"brand,product_category,special_day","cat_brand,cat_special,cat_productcategory","cat_brand,cat_special,cat_productcategory"
coolwinkssmt,Save Big On These Offers Before They Vanish,"before,deal,discount",cat_discount,cat_discount
coolwinkssmt,Last Call For Huge Discounts On Eyewear,"discount,product_category","cat_discount,cat_productcategory","cat_discount,cat_productcategory"
coolwinkssmt,Look Trendy With Perfect Sunglasses Shapes,product_category,cat_productcategory,cat_productcategory
coolwinkssmt,Shortlisted January Favorites For You,"month,you",cat_other,cat_other
coolwinkssmt,Perfect Styling With Huge Savings,,cat_other,cat_other
coolwinkssmt,Shield Eyes With Blue Light Blocker Eyeglasses,"color,product_category",cat_productcategory,cat_productcategory
coolwinkssmt,Pledge To Keep Your Eyes Safe,you,cat_other,cat_other
coolwinkssmt,Sunglasses Straight From The Trend-Town,"product_category,recommendation",cat_productcategory,cat_productcategory
coolwinkssmt,"Framed with Love, A Message from your Eyewear","product_category,love,you",cat_productcategory,cat_productcategory
coolwinkssmt,Go Lightweight With Rimless Eyeglasses,product_category,cat_productcategory,cat_productcategory
coolwinkssmt,Get The Slim Look With Thin Lens Eyeglasses,"get,product_category",cat_productcategory,cat_productcategory
coolwinkssmt,Anti-Glare Lenses For Clear-Cut Vision,"clear,product_category","cat_productcategory,cat_exchange_clearance","cat_productcategory,cat_exchange_clearance"
coolwinkssmt,Welcome to Coolwinks | Highly Desirable Eye-Wears,brand,cat_brand,cat_brand
coolwinkssmt,Say Hello To The Principal Sponsor of SRH,,cat_other,cat_other
coolwinkssmt,The Rush Hour Has Begun,time,cat_other,cat_other
coolwinkssmt,Present the Man of the Match Award,"contest,men",cat_gents,cat_gents
coolwinkssmt,Meet Your Favorite SRH Players,"favorite,you",cat_other,cat_other
coolwinkssmt,1000+ SRH Merchandise To Be Won,,cat_other,cat_other
coolwinkssmt,Get Free SRH Match Tickets,"contest,get,ticket,free",cat_discount,cat_discount
coolwinkssmt,Celebrate International Women s Day With 100% Cashback,"cash,ladies,special_day","cat_ladies,cat_special","cat_ladies,cat_special"
coolwinkssmt,Are You The Next SRH Ball Boy/Ball Girl?,"ladies,men,you","cat_ladies,cat_gents","cat_ladies,cat_gents"
coolwinkssmt,Be Present At The Coin Toss At SRH Match,contest,cat_other,cat_other
coolwinkssmt,Flaunt The Cool Look With Cashback Offers,"cash,deal",cat_discount,cat_discount
coolwinkssmt,Say Goodbye To The Bad Blues,,cat_other,cat_other
coolwinkssmt,This Might Not Happen Again,,cat_other,cat_other
coolwinkssmt,Holi Comes Packed With Vibrant Eyewear Designs,"product_category,special_day","cat_special,cat_productcategory","cat_special,cat_productcategory"
coolwinkssmt,It s Never Too Late To Look Good,,cat_other,cat_other
coolwinkssmt,Meet and Greet with Star-Cast of Junglee,,cat_other,cat_other
coolwinkssmt,"Different Destinations, Different Looks",,cat_other,cat_other
coolwinkssmt,Watch SRH Home Match With Coolwinks Eyewear,"brand,contest,product_category","cat_brand,cat_productcategory","cat_brand,cat_productcategory"
coolwinkssmt,Last Day To Bag In Your Bucket List,you,cat_other,cat_other
coolwinkssmt,Meet and Greet with Star-Cast of Romeo.Akbar.Walter,,cat_other,cat_other
coolwinkssmt,Welcome The Risers In Style,style,cat_other,cat_other
coolwinkssmt,The Risers Are Back At The Fortress,,cat_other,cat_other
coolwinkssmt,Watch SRH Bring Their A-Game Tonight,"contest,get",cat_other,cat_other
coolwinkssmt,The Mercury Rises But Not The Prices,price,cat_other,cat_other
coolwinkssmt,One Eyewear For All Your Needs,"product_category,you",cat_productcategory,cat_productcategory
coolwinkssmt,Watch SRH Line Up Their Best Move,,cat_other,cat_other
coolwinkssmt,Don t Miss The Deadline! Watch SRH Play Live,start,cat_other,cat_other
coolwinkssmt,Get Clean Bowled Over Our New TVC,"get,new",cat_other,cat_other
coolwinkssmt,Too Sunny? Style With These Cool Sunglasses,"product_category,style",cat_productcategory,cat_productcategory
coolwinkssmt,Assured Rs. 100 CoolCash For Your Next Order,"amount,budget,you",cat_discount,cat_discount
coolwinkssmt,Can The Sunrisers Get Their Victory Lap?,get,cat_other,cat_other
coolwinkssmt,Shed The Weight With Rimless Eyeglasses,product_category,cat_productcategory,cat_productcategory
coolwinkssmt,Can The SRH Breach The Fortress?,,cat_other,cat_other
coolwinkssmt,Last Day To Checkout With 100% Cashback,cash,cat_discount,cat_discount
coolwinkssmt,Important: Key Policies Updated on Coolwinks,brand,cat_brand,cat_brand
coolwinkssmt,Last Call For The Playoffs,,cat_other,cat_other
coolwinkssmt,How About A Stylish Makeover?,"fashion,question,style",cat_other,cat_other
coolwinkssmt,Watch SRH Take On The Opposition,get,cat_other,cat_other
coolwinkssmt,An Offer You Simply Can t Refuse,"complimentary,deal,you",cat_discount,cat_discount
coolwinkssmt,Her Embrace Veils Universe,ladies,cat_ladies,cat_ladies
coolwinkssmt,Give Your Eyes The Protection They Deserve,you,cat_other,cat_other
coolwinkssmt,Your Next Order Is On Us,"start,we,you",cat_other,cat_other
coolwinkssmt,Sunlight Will Now Step Aside,,cat_other,cat_other
coolwinkssmt,"Small On Design, Big On Impact",,cat_other,cat_other
coolwinkssmt,LED Lights Might Be Harmful For Your Eyes,you,cat_other,cat_other
coolwinkssmt,Double Down On Your Style With Coolwinks,"brand,style,you",cat_brand,cat_brand
coolwinkssmt,Minus The Glare With Anti-Glare Eyeglasses,product_category,cat_productcategory,cat_productcategory
coolwinkssmt,Let s Welcome The New Head-Turners,new,cat_other,cat_other
coolwinkssmt,Be Quick! It ll Be Out Of Sight Soon,,cat_other,cat_other
coolwinkssmt,Launching Color Blind Sunglasses in India,"color,product_category,launch",cat_productcategory,cat_productcategory
coolwinkssmt,Win Free Movie Tickets Contest,"contest,ticket,free",cat_discount,cat_discount
coolwinkssmt,A Gift Full Of Care On Eid,"gift,special_day",cat_special,cat_special
coolwinkssmt,Spark Trends With Rimless Pilot Eyeglasses,product_category,cat_productcategory,cat_productcategory
coolwinkssmt,Want to Earn Rs. 1000?,"amount,budget,cash",cat_discount,cat_discount
Craftsvillasmartech,Classic.Chic.Cute! Kurtis From Rs.399,"amount,budget,discount,product_category","cat_discount,cat_productcategory","cat_discount,cat_productcategory"
Craftsvillasmartech,Sarees You Can Wear All Year!,"product_category,you",cat_productcategory,cat_productcategory
Craftsvillasmartech,What s Your Eid Style? Find Out Now!,"special_day,style,you",cat_special,cat_special
Craftsvillasmartech,Saat Pheron Ka Safar...,,cat_other,cat_other
Craftsvillasmartech,Contest : Send A Message For Your Mom and Win,"contest,ladies,send,you",cat_ladies,cat_ladies
Craftsvillasmartech,Handpicked Suit Styles Under Rs.999!,"amount,budget,discount,product_category,style","cat_discount,cat_productcategory","cat_discount,cat_productcategory"
Craftsvillasmartech,""" Mere Paas Maa Hai!""",,cat_other,cat_other
Craftsvillasmartech,Bandhani Inspired Saree Store!,"accumulate,product_category",cat_productcategory,cat_productcategory
Craftsvillasmartech,Latesthashtag TrendTalk: Tasseled Kurtis!,product_category,cat_productcategory,cat_productcategory
Craftsvillasmartech,Exclusive Styles For An Exquisite You!,"beauty,style,you",cat_ladies,cat_ladies
Craftsvillasmartech,Summer Wedding? Start Shopping NOW!,"start,season,special_day,occasion","cat_seasonal,cat_special","cat_seasonal,cat_special"
Craftsvillasmartech,Hey sqbracketstartFIRSTNAMEsqbracketend Deepika s Grace Or Sonam s Glam? Choose one!,"name,beauty,personalised","cat_personalised,cat_ladies","cat_personalised,cat_ladies"
Craftsvillasmartech,"So, What s Your Summer Story?","season,you",cat_seasonal,cat_seasonal
Craftsvillasmartech,Summer Carnival? Right This Way â¬‡ï¸_x008f_,"season,special_day","cat_seasonal,cat_special","cat_seasonal,cat_special"
Craftsvillasmartech,Let s Play Dress Up!,product_category,cat_productcategory,cat_productcategory
Craftsvillasmartech,Keep Calm and Shop Exclusive Styles!,"style,you",cat_other,cat_other
Craftsvillasmartech,Closet Full Of Trendy Anarkalis Inside!,"product_category,collection",cat_productcategory,cat_productcategory
Craftsvillasmartech,Ethnic Diva Of The Month : Deepika OR Sonam ?,"product_category,ladies","cat_ladies,cat_productcategory","cat_ladies,cat_productcategory"
Craftsvillasmartech,Exclusive Styles To Make You Smile ðŸ˜‰,"get,style,you",cat_other,cat_other
Craftsvillasmartech,Just Launched : Brand New Store In Kolhapur!,"brand,accumulate,new,launch",cat_brand,cat_brand
